user_id,day,txn_count,cashin,cashout,failed_login,pin_reset,churned
10000,1,4,55.17,49.64,0,1,1
10000,2,0,0.22,0.0,0,0,1
10000,3,4,59.76,51.56,1,0,1
10000,4,1,15.95,18.65,0,0,1
10000,5,5,63.07,55.91,0,0,1
10000,6,2,28.24,36.01,0,1,1
10000,7,8,120.96,100.19,0,0,1
10000,8,1,0.0,0.0,0,0,1
10000,9,6,88.32,83.65,0,0,1
10000,10,4,63.27,47.19,0,0,1
10000,11,1,13.49,2.34,0,0,1
10000,12,3,53.73,58.87,0,1,1
10000,13,4,58.95,38.45,0,0,1
10000,14,2,37.24,21.44,0,0,1
10000,15,0,0.0,0.0,0,0,1
10000,16,1,5.93,3.83,0,0,1
10000,17,1,14.85,11.73,0,0,1
10000,18,1,14.36,15.45,0,0,1
10000,19,0,3.38,19.75,0,0,1
10000,20,0,0.0,0.0,0,0,1
10000,21,0,0.0,2.17,0,0,1
10000,22,0,19.34,0.81,1,0,1
10000,23,0,8.88,6.05,0,0,1
10000,24,1,27.49,12.66,0,0,1
10000,25,0,18.72,3.96,0,0,1
10000,26,1,15.63,17.02,1,0,1
10000,27,0,8.16,4.72,1,0,1
10000,28,0,6.53,11.03,0,0,1
10000,29,2,28.57,4.65,0,1,1
10000,30,0,0.0,0.0,0,0,1
10000,31,0,0.0,11.05,0,0,1
10000,32,0,5.4,0.0,1,0,1
10000,33,1,28.0,0.0,0,0,1
10000,34,0,27.84,0.0,0,0,1
10000,35,1,21.07,8.51,0,1,1
10000,36,0,21.19,15.47,1,0,1
10000,37,0,0.0,0.0,0,0,1
10000,38,0,0.0,13.9,0,0,1
10000,39,0,4.5,17.79,0,0,1
10000,40,0,0.0,1.95,0,0,1
10000,41,0,0.0,0.0,0,0,1
10000,42,0,0.0,20.0,0,0,1
10000,43,0,0.0,5.96,0,0,1
10000,44,0,9.66,0.0,0,1,1
10000,45,0,0.0,4.38,0,0,1
10000,46,0,0.0,0.0,0,0,1
10000,47,0,0.0,0.0,0,0,1
10000,48,1,11.81,9.95,0,1,1
10000,49,0,21.35,2.27,0,0,1
10000,50,0,0.0,2.29,0,0,1
10000,51,0,0.0,0.0,1,0,1
10000,52,0,6.99,6.0,0,0,1
10000,53,0,0.0,5.25,0,1,1
10000,54,0,19.34,4.14,0,1,1
10000,55,1,26.72,17.31,0,0,1
10000,56,0,4.81,4.67,0,0,1
10000,57,0,0.0,0.0,0,0,1
10000,58,0,0.0,11.17,0,0,1
10000,59,0,0.0,0.0,0,0,1
10000,60,0,4.49,0.0,0,0,1
10000,61,0,16.11,5.28,0,0,1
10000,62,0,1.8,10.71,0,0,1
10000,63,0,0.0,0.0,0,0,1
10000,64,0,0.0,0.0,0,1,1
10000,65,0,3.92,0.0,0,0,1
10000,66,0,11.24,21.43,0,1,1
10000,67,0,18.14,4.05,1,0,1
10000,68,0,0.56,0.6,0,0,1
10000,69,0,0.0,0.79,0,0,1
10000,70,0,2.9,0.0,0,0,1
10000,71,0,0.0,0.0,0,0,1
10000,72,0,0.0,0.0,0,0,1
10001,1,1,6.53,11.55,0,0,1
10001,2,3,43.32,38.85,0,0,1
10001,3,0,0.0,0.0,1,0,1
10001,4,4,51.24,45.65,0,0,1
10001,5,2,22.02,10.62,0,0,1
10001,6,0,0.0,0.0,0,0,1
10001,7,0,16.85,0.0,1,0,1
10001,8,2,44.0,19.53,0,1,1
10001,9,0,0.0,14.36,0,0,1
10001,10,0,3.42,19.12,0,0,1
10001,11,1,8.56,25.56,0,0,1
10001,12,0,0.0,0.0,1,0,1
10001,13,0,0.0,0.0,0,0,1
10001,14,2,34.14,37.42,0,0,1
10001,15,1,17.03,12.5,0,0,1
10001,16,0,2.51,0.0,0,0,1
10001,17,1,34.06,14.28,0,0,1
10001,18,0,1.28,0.0,0,0,1
10001,19,0,4.85,0.0,0,0,1
10001,20,0,0.0,5.61,0,0,1
10001,21,0,4.68,0.15,0,0,1
10001,22,0,0.0,0.0,0,0,1
10001,23,0,7.86,0.0,0,0,1
10001,24,0,0.0,0.0,0,0,1
10001,25,0,1.78,0.36,0,1,1
10001,26,0,1.92,15.97,0,0,1
10001,27,0,4.0,0.0,0,0,1
10001,28,0,0.0,9.02,0,0,1
10001,29,0,2.6,0.0,0,0,1
10001,30,0,0.0,0.0,0,0,1
10001,31,0,25.73,0.0,0,0,1
10001,32,0,0.0,10.67,0,0,1
10001,33,0,0.0,0.0,0,1,1
10001,34,0,0.0,0.0,0,0,1
10001,35,0,7.97,1.45,0,1,1
10001,36,0,8.16,5.67,0,0,1
10001,37,0,0.0,4.95,1,0,1
10001,38,0,2.16,17.09,0,0,1
10001,39,0,7.64,0.11,0,0,1
10001,40,0,20.67,0.0,0,0,1
10001,41,0,23.9,0.0,0,0,1
10001,42,0,0.0,15.05,1,1,1
10001,43,0,6.68,0.0,0,0,1
10001,44,0,5.32,6.96,0,0,1
10001,45,0,6.53,0.0,1,0,1
10001,46,0,0.0,19.07,0,0,1
10001,47,0,0.0,15.11,0,0,1
10001,48,0,0.0,0.55,0,0,1
10001,49,0,12.15,0.0,0,0,1
10001,50,0,17.06,0.0,0,1,1
10001,51,0,9.7,7.21,0,0,1
10001,52,0,16.42,0.0,0,0,1
10001,53,0,22.57,0.0,0,0,1
10001,54,0,14.14,0.0,0,0,1
